"平成２９年４月１日から平成３０年３月３１日まで"
"入札日","執行課名","事業担当課","工事番号","工事名","工事場所　","契約業者名","予定価格","最低制限価格若しくは調査基準価格","落札価格","応札業者数","入札形式"
"20180328","海草振興局建設部","道路局　道路建設課","平成２９年度　道改交金　第１１７－３１号－２","海南金屋線道路改良工事","海南市別所地内","有限会社恒久建設","13618800.0","12334695.0","12351960.0","20","一般競争入札"
"20180328","海草振興局建設部","河川・下水道局　砂防課","平成２９年度　砂防　第１１５－３０号","海老谷地区砂防調査業務","海南市海老谷地内","株式会社世紀工業","16417080.0","13240754.0","13271040.0","14","一般競争入札"
"20180328","海草振興局建設部","道路局　道路建設課","平成２９年度　小道改　第３０１号","岩出海南線小規模道路改良調査業務","和歌山市平尾地内","紀高コンサルタント株式会社","1576800.0","1272943.0","1274184.0","12","一般競争入札"
"20180328","海草振興局建設部","河川・下水道局　河川課","平成２９年度　防交金　第１０７号－２","亀の川河川整備調査業務","和歌山市内原地内","株式会社公共補償設計","810000.0","626896.0","629424.0","6","一般競争入札"
"20180328","有田振興局建設部","河川・下水道局　砂防課","平成２９年度　砂防　第７－３０号","宮本谷川砂防（砂防）工事","有田郡有田川町沼地内","織本組","49641120.0","44623668.0","44722851.0","18","一般競争入札（総合評価）"
"20180328","海草振興局建設部","道路局　道路建設課","平成２９年度　道改交金　第４号－１１","国道３７０号道路改良工事","海草郡紀美野町鎌滝地内","株式会社溝畑組","5442120.0","4821556.0","4823280.0","31","一般競争入札"
"20180328","海草振興局建設部","道路局　道路建設課","平成２９年度　道改交金　第３号－３３","国道３７０号道路改良設計業務","海南市阪井外地内","和歌山航測株式会社","5246640.0","4055259.0","4074235.0","26","一般競争入札"
"20180328","海草振興局建設部","河川・下水道局　砂防課","平成２９年度　調急　第３－３１号－５","三尾川地区基礎調査外合併業務","海草郡紀美野町三尾川地内","有限会社ヤマニシ","18855720.0","14973256.0","14992806.0","35","一般競争入札"
"20180328","海草振興局建設部","河川・下水道局　砂防課","平成２９年度　調急　第３－３１号－６","四郷地区外基礎調査外合併業務","海草郡紀美野町四郷外地内","ワコウコンサルタント株式会社","21354840.0","16831898.0","16870680.0","35","一般競争入札"
"20180328","海草振興局建設部","河川・下水道局　砂防課","平成２９年度　砂防　第１０４－３０号","上出地区砂防調査合併業務","海南市下津町引尾地内","青葉コンサルタント株式会社","9879840.0","8161212.0","8208648.0","14","一般競争入札"
"20180328","海草振興局建設部","河川・下水道局　砂防課","平成２９年度　災がけ　第７号","西野１０１地区災害緊急がけ崩れ対策工事","海草郡紀美野町西野地内","株式会社吉田組","3044520.0","2676354.0","2710800.0","6","一般競争入札"
"20180328","海草振興局建設部","道路局　道路建設課","平成２９年度　街特整　第１号－２７","西脇山口線外地方特定道路整備設計業務","和歌山市神波外地内","有限会社熊野路測量設計","4527360.0","3650917.0","3652560.0","11","一般競争入札"
"20180328","海草振興局建設部","河川・下水道局　砂防課","平成２９年度　調急　第３－１号－８","長谷地区外基礎調査外合併業務","海草郡紀美野町長谷外地内","株式会社岡本設計","21742560.0","17771778.0","17820000.0","35","一般競争入札"
"20180328","海草振興局建設部","河川・下水道局　河川課","平成２９年度　防交金　第１０９－３０号","日方川河川整備設計業務","海南市日方地内","青葉コンサルタント株式会社","7989840.0","6373541.0","6392196.0","23","一般競争入札"
